term,definition,POS,notes
Bipyridin,bipyridine,n,organic compound] 
Bireme,"bireme, an ancient galley having two banks of oars, one above the other",f,"history, nautical] "
Birgit,given name of Swedish origin,prop} {f,
Birgitz,Birgitz (municipality),prop} {n,
Birke,birch; surname,f/prop} {mf, 
Birkfeld,Birkfeld (municipality),prop} {n,
Birkhuhn,black grouse,n,
Birkhäuser,surname,prop,
Birkner,surname,prop,
Birma,Burma (Southeast Asian country),prop} {n,
Birmanisch,Burmese (language),prop} {n,
Birnbaum,A pear tree,m,
Birne,"pear; lightbulb; head, bonce, noggin",f/f/f,  colloquial] 
Bis,B-sharp,?,music] 
Bisam,musk; muskrat pelt,m/m, 
Bisamberg,Bisamberg (municipality),prop} {n,
Bisamratte,muskrat,f,
Bischkek,Bishkek,n,
Bischof,bishop (male or of unspecified sex),m,
Bischofit,bischofite,m,mineral] 
Bischofshofen,Bischofshofen (municipality),prop} {n,
Bischofssitz,see (diocese),m,
Bischofsstab,"bishop's crook, crozier",m,
Bischofstetten,Bischofstetten (municipality),prop} {n,
Bischöfin,bishop (female),f,
Bisexualität,bisexuality,f,
Biskuit,sponge cake,n} {m,
Bismut,bismuth,n,
Bison,bison (Bison bison),m} {n,
Bisphosphonat,bisphosphonate,n,organic chemistry] 
Biss,bite (instance or way of biting; wound from biting),m,
Bisschen,diminutive of Biss,n,
Bissen,morsel; mouthful; a bite of food; Bissen (town),m/prop} {n, 
Bisslein,diminutive of Biss,n,
Bistro,bistro,n,
Bistum,bishopric,n,
Bit,bit (eighth of a dollar); bit (binary digit); bit (smallest unit of storage); bit (datum that may take on one of exactly two values),n/n/n/n," mathematics, computing]  computing]  information theory, cryptography] "
Bitburger,"A native or inhabitant of Bitburg; from, of, or pertaining to Bitburg",m/adj, 
Bitcoin,bitcoin,mf,
Bithynien,Bithynia,prop} {n,
Bittbrief,request letter; petition,m,
Bitte,request,f,
Bitter,bitters,m,
Bitterkeit,"bitterness (the quality of having a bitter taste); bitterness, acrimony (the quality of feeling bitter)",f/f,uncountable]  countable] 
Bitterling,bitterling (fish); bitter bolete,m/m, 
Bitterorange,bitter orange,f,
Bittersalz,epsomite; Epsom salts,n/n,mineral]  
Bitterschokolade,dark chocolate,f,
Bitterspat,"magnesite, bitter spar",m,mineral] 
Bittersüß,bittersweet; bittersweet nightshade (Solanum dulcamara),m,
Bittgebet,supplication,n,religion] 
Bittsteller,supplicant,m,
Bitumen,bitumen,n,
Biwak,bivouac (temporary encampment under the open sky or in small tents),n,"chiefly military, mountaineering] "
Biwaksack,"bivouac sack, bivouac bag",m,
Bizau,Bizau (municipality),prop} {n,
Biß,alternative spelling of Biss,m,
Bißchen,diminutive of Biß,n,
Bißlein,diminutive of Biß,n,
Bj.,abbreviation of Baujahr,noun,
Björn,given name borrowed from Swedish in the 1930s,prop,
Bkl.,abbreviation of Bassklarinette,noun,music] 
Blache,tarpaulin,f,chiefly Switzerland] 
Blackbox,black box; flight recorder,f,aviation] 
Blackfacing,blackface,n,
Blag,"child, kid (up to circa 14 years)",n,"colloquial, regional, western Germany] "
Blage,alternative form of Blag,f,
Blamage,public disgrace; loss of face (but usually milder),f,
Blankoscheck,blank cheque,m,
Blase,bubble; blister; bladder,f/f/f,  
Blasebalg,bellows,m,
Blasenbildung,blistering,f,
Blasenentzündung,cystitis,f,
Blasenkrebs,bladder cancer,m,oncology] 
Blasform,blow mould,f,
Blasinstrument,wind instrument,n,
Blasinstrumentenbauer,wind instrument maker,m,
Blasinstrumentenhersteller,manufacturer of wind instruments,m,music] 
Blaskapelle,wind ensemble,f,
Blasloch,blowhole,n,of a whale] 
Blasmusik,The music played by brass bands,f,
Blasphemie,blasphemy,f,
Blasphemiker,blasphemist,m,
Blasslila,"pale lilac, purple, violet",n,
Blatt,"leaf (green and flat organ of a plant); petal (one of the parts of the whorl of a flower); sheet, piece of paper (piece of paper (usually rectangular) that has not been cut, torn, or folded out of shape); sheet (full sheet of paper in a newspaper or similar periodical, representing four pages); hand, cards (set of cards held by a player); paper, newspaper (publication containing news and other articles); magazine (a printed and published informative periodical); blade (flat functional end of an oar, rudder, propeller, etc.); blade (sharp cutting edge of a saw or other tool); thin plate; foil (very thin sheet of metal)",n/n/n/n/n/n/n/n/n/n,"botany]  botany]     colloquial]  colloquial, sometimes pejorative]    "
Blattachsel,axil; axilla (angle or point of divergence),f,botany] 
Blatter,surname,prop,
Blattgewebe,leaf tissue,n,biology] 
Blattgold,gold leaf (beaten gold),n,
Blattgrund,leafbase,m,botany] 
Blattgrün,chlorophyll,n,
Blattlaus,aphid,f,
Blattoberfläche,leaf surface,f,biology] 
Blattscheide,leaf sheath,f,botany] 
Blattschuß,alternative spelling of Blattschuss,m,
Blattspinat,leaf spinach,m,
Blattspreite,"leaf blade, lamina",f,botany] 
Blattstiel,"petiole, leafstalk",m,botany] 
Blau,"the colour blue (as a whole); a particular tone of blue; azure; blue in heraldry; a vast blue area, especially:; the sky; the sea",n/n/n/n/n/n,uncountable]  countable]  heraldry]  generally uncountable]   
Blaualge,blue-green alga,f,
Blaubart,Bluebeard; Bluebeard,prop/m, 
Blaubeere,blueberry,f,
Blaubussard,"Chilean eagle, Black-chested buzzard-eagle",m,
Blaue,(a/the) (female) blue one,f,
Blauer,blue person or thing; policeman; hundred mark bill; thousand schilling bill; member or supporter of the Freedom Party of Austria,m/m/m/m/m," colloquial, obsolete]  colloquial, dated]  Austria, colloquial, dated]  Austria, politics] "
Blaufichte,blue spruce (any tree of the species Picea pungens),f,
Blaufränkisch,a red wine grape variety,m,
Blaukehlchen,"the bluethroat (a bird in the flycatcher family, Luscinia svecica)",n,
Blaukohl,red cabbage,m,"regional, parts of southern Germany, Austria, Switzerland, plant] "
Blaukreuz,Blue Cross,n,
Blaulicht,emergency light,n,blue] 
Blaumeise,blue tit (Cyanistes caeruleus),f,
Blaumerle,"blue rock thrush (a thrush-like flycatcher, Monticola solitarius)",f,
Blaupause,blueprint,f,
Blauschild,surname,prop} {mf,
Blauschimmel,blue mold,m,
Blauschimmelkäse,blue cheese,m,
Blaustein,Blaustein (town),prop} {n,
Blaustrumpf,bluestocking,m,
Blausäure,"hydrocyanic acid, prussic acid, HCN",f,
Blauwal,blue whale (Balaenoptera musculus),m,
Blaxploitation,blaxploitation (film genre),f,
Blech,"sheet (of metal); Brass, a collective term for all brass instruments, or all brass players, etc",n/n," colloquial, music] "
Blechblasinstrument,brass instrument,n,
Blechbüchse,tin (container),f,
Blechdach,tin roof,n,
Blechdose,tin (container),f,
Blechflöte,tin whistle,f,
Blechhütte,shack [made of metal sheets],f,
Blechkasten,metal box,m,
Blechkuchen,"sheet cake, tray bake",m,
Blechlawine,"a slowly advancing, long, solid line of vehicles due to dense traffic or forced flow; river of metal, stream of cars",f,"colloquial, jocular] "
Blechmedaille,"a nonexistent prize for finishing in fourth place (as opposed to the actual gold, silver and bronze medals for finishing first, second, and third)",f,humorous] 
Blechteil,sheet metal part,n,
Blei,"lead (chemical element - Pb, atomic number 82)",n,
Bleibe,abode,f,
Bleiburg,Bleiburg (municipality),prop} {n,
Bleicarbonat,lead carbonate,n,inorganic compound] 
Bleiche,bleaching; bleach; pallor,f/f/f,  
Bleichmittel,bleach; whitener,n/n, 
Bleichromat,lead chromate,n,inorganic compound] 
Bleichstoff,"bleach, bleaching agent",m,
Bleierz,galena (or other lead ore),n,mineral] 
Bleifuß,leadfoot,m,
Bleigehalt,lead content,m,
Bleigewinnung,lead production,f,
Bleigießen,molybdomancy (lead pouring),n,
Bleiglanz,"galena, galenite",m,mineral] 
Bleiglas,"lead glass, lead crystal",n,
Bleikammerverfahren,lead chamber process,n,inorganic chemistry] 
Bleikathode,lead cathode,f,
Bleilegierung,lead alloy,f,
Bleioxid,lead oxide,n,inorganic chemistry] 
Bleiplatte,lead plate,f,
Bleistift,pencil (writing utensil with a graphite shaft),m,
Bleistiftanspitzer,pencil sharpener,m,
Bleistiftkasten,pencil box,m,
Bleistiftmine,pencil lead,f,
Bleistiftspitzer,pencil sharpener,m,
Bleistiftzeichnung,pencil drawing,f,
Bleisulfat,lead sulfate,n,inorganic compound] 
Bleisulfid,lead sulfide,n,inorganic compound] 
Blende,blind (on windows); diaphragm (in photography); translucent sulfide mineral,f/f/f,  mineralogy] 
Blender,a show-off; a poseur (one who behaves affectedly and overstates their achievements in order to make an impression),m,
Blendgranate,flashbang,f,
Blendling,mongrel,m,
Blendwerk,illusion,n,
Blessur,"injury, wound",f,
Blick,"glance, look; view",m/m, 
Blickfeld,field of vision,n,
Blickkontakt,eye contact,m,
Blicksilber,regulus (of a precious metal mixture),n,
Blickwinkel,"perspective; angle, point of view",m/m, 
Blinddarm,appendix; caecum,m/m,"general use, anatomy]  specialist, medicine, anatomy] "
Blinddarmentzündung,appendicitis,f,
Blindenhund,guide dog; seeing-eye dog [US],m,
Blindenmarkt,Blindenmarkt (municipality),prop} {n,
Blindgänger,unexploded ordnance; bungler; fuckup; conscientious objector; braggart; bachelor; instance of anorgasmia; impotent man; adulterer,m/m/m/m/m/m/m/m/m,"literal, military]  colloquial]  colloquial]  colloquial]  colloquial]  colloquial]  colloquial]  colloquial]  colloquial] "
Blindheit,blindness (condition of being blind),f,
Blindschleiche,"slowworm, blindworm",f,
Blindstudie,"blind experiment, blinded experiment",f,"medicine, psychology] "
Blindwut,blind rage; fury so intense that it precludes higher thought,f,
Blinker,"indicator, blinker, turn signal, direction indicator; spoon lure",m/m,automotive]  fishing] 
Blissenbach,"A German surname with several clusters of use, the densest being in the Rhineland. Spread to France and USA. Most likely derived from a village and/or creek name Blissenbach in the Bergish Land; Originally the name of a German village, now merely an isolated street on a hill top outside the municipality of Kürten in the Bergish Land, east of Cologne; Proper name of a brook or creek near Kürten in the Bergish Land east of Cologne in Germany",prop/prop/prop,  
Blitz,(weather) lightning; (optical) flash,m/m, 
Blitzableiter,"arrester, lightning arrester, lightning conductor, lightning rod",m,
Blitzeis,"A coating of ice, caused by a downpour of freezing rain, that forms rapidly on exposed surfaces; black ice",n,
Blitzkrieg,blitzkrieg,m,
Blitzlampe,"flash (technique), flashbulb",f,photography] 
Blitzlicht,"flash, flashlight; flashlight, photoflash; flashbulb",n/n/n, photography]  photography] 
Blitzlichtpulver,flash powder,n,photography] 
Blitzmeldung,newsflash,f,
Blitzschlag,lightning strike; thunderbolt,m/m, 
Blitzsieg,quick victory,m,
Blk.,abbreviation of Balkon,m,
Bloch,"log (trunk of a felled tree, cleared of branches); surname",m/prop} {mf, 
Block,"bloc; block (thick, roughly cuboid object); block (large building or group of such)",m/m/m,  
Blockade,blockade,f,
Blockbuchstabe,"block capital, block letter",m,
Blockbuster,blockbuster (film or book that sustains exceptional and widespread popularity and achieves enormous sales),m,
Blockflöte,recorder (woodwind instrument),f,musici] 
Blockhaus,log cabin (a small house made from logs),n,
Blockierung,"obstruction, blockage; deadlock",m/m, 
Blockschrift,block letters (capital letters written by hand); print (printed characters written by hand),f/f, 
Blog,blog,n} {m,
Blogger,blogger,m,Internet] 
Blondine,blonde (a blonde woman),f,
Blondschopf,blond hair; person with blond hair; blonde,m/m, 
Blons,Blons (municipality),prop} {n,
Bludenz,Bludenz (municipality),prop} {n,
Bludesch,Bludesch (municipality),prop} {n,
Blues,blues (musical form),m,
Bluff,bluff,m,
Bluhm,surname,prop,
Blumberg,Blumberg (town),prop} {n,
Blume,"flower, blossom (colorful, conspicuous reproductive structure(s) of an angiosperm); plant, houseplant (plant that is grown indoors in places such as a house or office for decorative purposes); efflorescence (formation of a powdery surface on crystals); flower (symbol representing a flower); tail, scut (short, erect tail of a hare); nose, bouquet (scent of a particular wine); head (foam that forms on top of beer)",f/f/f/f/f/f/f,"botany]  loosely, colloquial, usually plural]  chemistry]  heraldiccharge]  hunting]   "
Blumenbach,surname,prop,
Blumenbeet,flowerbed,n,
Blumenbinse,"pod grass, any plant of the genus Scheuchzeria",f,
Blumenfeld,surname,prop} {mf,
Blumenhändler,florist (male or of unspecified sex),m,
Blumenkasten,"window box, flower box, planter box",m,
Blumenkohl,cauliflower,m,
Blumenkopf,surname,prop} {mf,
Blumenmuster,floral pattern,n,
Blumenpflückverbot,a prohibition against picking flowers,n,"rare, chiefly in humorous imitations of legalese] "
Blumenstrauß,bouquet (bunch of flowers),m,
Blumensträußchen,diminutive of Blumenstrauß,n,
Blumenthal,surname,prop} {mf,
Blumentopf,flowerpot,m,
Blumenuhr,floral clock,f,
Blumenverkäufer,flower seller; florist,m/m, 
Blumenverkäuferin,"flower seller, flowergirl (a female person who sells flowers); florist (female)",f/f, 
Blumenwasser,flower water,n,
Blunt,blunt (marijuana cigar),m,
Blunze,blutwurst; a stupid woman,f/f,"Austria]  Austria, offensive] "
Bluse,"blouse; any of the holes of the billiards table, pocket",f/f, 
Blut,blood,n,
Blutarmut,anemia,f,pathology] 
Blutbad,bloodbath,n,
Blutbank,blood bank,f,
Blutbildung,"hematopoiesis, sanguification",f,physiology] 
Blutdruck,blood pressure,m,
Blutdrucksenkung,hypotension,f,pathology] 
Blutegel,leech,m,
Blutentnahme,blood-taking (the taking of a blood sample),f,
Bluter,"haemophiliac, bleeder (patient suffering from haemophilia)",m,
Bluterguss,bruise,m,medicine] 
Bluterguß,alternative spelling of Bluterguss,m,
Blutfarbstoff,blood pigment (such as haemoglobin),m,
Blutfehde,blood feud,f,
Blutfleck,bloodstain,m,
Blutgang,"flow of blood, discharge of blood; menstrual discharge, hemorrhoids, piles, hemorrhage",m/m," archaic, medical] "
Blutgasanalyse,blood gas analysis,f,
Blutgefäß,blood vessel,n,
Blutgefäßsystem,"circulatory system, vascular system",n,
Blutgeld,blood money,n,
Blutgerinnsel,clot,n,"medicine, blood] "
Blutgerinnung,blood clotting / coagulation,f,
Blutgruppe,"A blood type, genetic blood classification",f,
Blutgrätsche,"a slide tackle at high speed that is directed right at the other player’s legs, usually deliberately so",f,
Blutharnen,Urinating with blood inside the urine,n,medicine] 
Bluthochdruck,"hypertension, high blood pressure",m,
Bluthund,bloodhound,m,
Blutkreislauf,bloodstream; circulation (of the blood),m/m, 
Blutkörperchen,"blood cell, blood corpuscle",n,
Blutlache,pool of blood,f,
Blutlaugensalz,Either of potassium ferricyanide or potassium ferrocyanide,n,inorganic compound] 
Blutmangel,lack of blood,m,
Blutmond,blood moon,m,
Blutorange,blood orange (type of orange),f,
Blutplasma,blood plasma,n,
Blutplättchen,platelet,n,
Blutprobe,blood sample (an amount of blood taken for blood tests); blood test (a serologic analysis of a sample of blood),f/f, 
Blutrache,blood vengeance (the act of taking revenge on behalf of a killed person),f,
Blutrot,"very red, deep red; crimson (colour)",n/n, 
Bluträcher,"blood avenger; avenger of blood (one who takes revenge on behalf of a killed person, as in a blood feud)",n,
Blutsbruder,blood brother (person bound to another by ceremonial mingling of blood),m,
Blutsbrüderschaft,blood brother-hood,f,
Blutschande,"incest; sexual relations between people of “Aryan” race and “inferior” races, particularly Jews",f/f,"Bible, dated, outside, Austria law]  Nazism] "
Blutschuld,bloodguilt,f,
Blutspender,blood donor,m,
Blutspenderin,A female blood donor,f,
Blutsverwandtschaft,consanguinity,f,
Bluttat,bloody deed,f,
Bluttransfusion,"transfusion, blood transfusion (the transfer of blood or blood products from one individual to another)",f,medicine] 
Blutung,bleeding (the flow or loss of blood from a damaged blood vessel),f,
Blutvergießen,"bloodletting, bloodshed",n,no plural] 
