term,definition,POS,notes
adaptar,"to adapt, to adjust, to tailor (to make suitable); to adapt (to fit by alteration); to adapt (to change so as to be adapted); to suit, to fit",vt/vt/vr/vr,   
adaptativo,adaptive (able to adapt),adj,
adaptivo,adaptive,adj,
adarga,leather shield,f,
adarme,"A Spanish peso equivalent to three tomines; tittle, bit (very small part of something)",m/m,historical]  
adarvar,"to stun, to shock",vt,rare] 
adarve,defense wall; rampart; dead end,m/m, 
adaxial,adaxial,adj,
adaxialmente,adaxially,adv,
addicion,obsolete spelling of adición,f,
adecentamiento,"tidy, tidy-up, brush-up",m,
adecentar,to tidy; to clean up,vt,
adeco,"Democratic Action; A member of Democratic Action, a Venezuelan political party",adj/m,attributive]  
adecuación,adaptation (process of adapting something to a situation),f,
adecuadamente,adequately,adv,
adecuado,"appropriate, suitable",adj,
adecuar,"to adapt, adjust",vt,
adefesio,"ugly, ridiculous; ugly, ridiculous person or thing; idiotic action",adj/m/m,  
adehesar,to make into meadows or pastureland,vt,
adelaidana,feminine noun of adelaidano,f,
adelaidano,"Adelaidean (of or pertaining to Adelaide, South Australia, Australia); Adelaidean (native or resident of Adelaide, South Australia, Australia)",adj/m, 
adelantadamente,"early, in advance",adv,
adelantado,"ahead of one's time, advanced; gifted or advanced for one's age; early, ahead of time; A governor of a province; a commander",adj/adj/adj/m,   
adelantamiento,"overtaking, passing (a vehicle); progress, advancement, improvement; rescheduling for an earlier date",m/m/m,  
adelantar,"to bring forward, advance, to move forward (in space or time); to pay in advance; to outstrip, to outrun; to make progress; to overtake, to pass (to pass a more slowly moving object); to move up, speed up (to make something happen faster or come sooner); to fast forward (e.g. a film or recording); to preempt; to anticipate, to forestall (+ a); to get ahead of, to stay ahead of (+ a); to jump the gun, get ahead of oneself; to be brought forward",vt/vt/vt/vi/vt/vt/vt/vr/vr/vr/vr/vr,           
adelantarse,"to preempt; to anticipate, to forestall (+ a); to get ahead of, to stay ahead of (+ a); to jump the gun, get ahead of oneself; to go forward; to be brought forward",vr/vr/vr/vr/vr/vr,     
adelante,forward (toward the front); forward (into the future); come in; go ahead,adv/adv/interj/interj,   
adelanto,"progress, advancement, improvement; rescheduling for an earlier date; advance (anticipated payment); down payment (anticipated payment made to secure a purchase); preview, sample, snippet",m/m/m/m/m,    
adelantón,giant step forward; major breakthrough,m,
adelfa,oleander,f,
adelgazamiento,weight loss,m,
adelgazante,slimming; a weight-reducing or slimming product,adj/m, 
adelgazar,"to make thin or slender; to refine, purify; to lose weight",v/v/v,  
adelgazarse,to become thin or slender; to lose weight,v,
ademar,to encase,vt,mining] 
ademán,"gesture (motion of the body); posture, position; manners",m/m/m,  in the plural] 
además,"in addition, moreover, furthermore, further, also, additionally; as well, also, not to mention [when in the middle of a sentence or toward the end]; besides, in addition to, along with, apart from, other than, aside from, alongside, on top of, as well as (+ de)",adv/adv/adv,  
adenda,"addendum, postdata",mf,
adenil,adenyl,m,biochemistry] 
adenilato,adenylate,m,
adenilil,adenylyl,m,biochemistry] 
adenililciclasa,adenylyl cylase,f,enzyme] 
adenililo,alternative form of adenilil,m,
adenilo,alternative form of adenil,m,
adenina,adenine,f,organic compound] 
adenitis,adenitis,f,
adeno-,adeno-,prefix,
adenocarcinoma,adenocarcinoma,m,oncology] 
adenohipófisis,adenohypophysis,f,
adenoide,adenoid,f,chiefly in the plural] 
adenoidectomía,adenoidectomy,f,
adenología,adenology,f,
adenomatoso,adenomatoid (of or pertaining to an adenoma),adj,
adenomiosis,adenomyosis,f,pathology] 
adenopatía,adenopathy,f,pathology] 
adenosina,adenosine,f,organic compound] 
adenosín,adenosine,adj,
adenovirus,adenovirus,m,
adentrar,"to get into, to go into",vr,
adentrarse,reflexive of adentrar,v,
adentro,"inside (especially implying a motion into); one's innermost thoughts, deep down; Come in!",adv/m/interj, in the plural]  
adenín,adenine,adj,
adepta,feminine noun of adepto,f,
adepto,"supporter, follower",m,
adequadamente,obsolete form of adecuadamente,adv,
adequado,obsolete form of adecuado,adj,
aderezado,favourable (convenient; opportune),adj,obsolete] 
aderezar,"to dress, season (for cooking, etc.); to spice up, adorn, bedeck",v/v, 
aderezo,"seasoning, dressing",m,
adereçar,obsolete form of aderezar,v,
adestrar,synonym of adiestrar,v,
adeudar,"to owe; to debit, charge",v/v,ditransitive]  ditransitive] 
adeudo,debt (money that someone owes to another); customs duty,m/m, 
adhan,adhan (the call to prayer),m,Islam] 
adherencia,"adherence, adhesion (close physical union of two objects)",f,
adherente,"adherent, sticky; adhesive (a substance that provides adhesion); adherent (a person who has membership in some group)",adj/m/mf,  
adherible,"sticky, adhesive (able or likely to stick)",adj,
adherir,"to adhere, stick",vtir,
adherirse,to adhere (to stick fast or cleave),vr,
adhesividad,adhesiveness; stickiness,f,
adhesivo,adhesive (sticky); adhesive (substance that provides adhesion),adj/m, 
adhesión,"adhesion (the ability to stick to another substance); support, backing",f/f, 
adhocracia,adhocracy,f,
adhán,alternative form of adhan,m,
adiabático,adiabatic,adj,"physics, thermodynamics] "
adiafa,A gift or refreshment given to sailors upon their return to port from a voyage,f,
adiar,to schedule,vt,rare] 
adicción,addiction (compulsive usage); addiction (devotion; inclination),f/f, 
adicional,additional (supplemental or added to something),adj,
adicionalmente,"additionally; in addition, further",adv/adv, 
adicionar,to add (to make an addition; to augment),v,
adición,"addition (the act of adding); addition (anything that is added); addition (the arithmetic operation of adding); check (in a restaurant, etc.)",f/f/f/f,   Latin America] 
adicta,feminine noun of adicto,f,
adictivamente,addictively,adv,
adictivo,addictive (causing addiction),adj,
adicto,"addicted, junkie (an enthusiast of something); addict",adj/m, 
adieso,now,adv,obsolete] 
adiestrable,trainable,adj,
adiestrador,tamer; one who tames animals,m,
adiestradora,feminine noun of adiestrador,f,
adiestramiento,"practice, training; animal training; dressage",m/m/m,  
adiestrar,"to train (to teach, to educate)",vt,
adietar,to put on a diet,vtr,
adigué,Adyghe; Adyghe,adj/mf, 
adimensional,adimensional (without dimensions),adj,
adinerado,"affluent, wealthy",adj,
adinerar,to enrich (make wealthy),vr,colloquial] 
adintelado,lintelled,adj,
adiosito,diminutive of adiós,m,
adipato,adipate,m,organic compound] 
adipocira,adipocere,f,
adipocito,adipocyte,m,
adiponectina,adiponectin,f,protein] 
adiponectinemia,adiponectinemia,f,pathology] 
adiposidad,adiposity,f,
adiposo,"adipose (containing, composed of, or consisting of fat)",adj,
adir,to accept (inheritance); to add,v/v,legal]  
aditamento,accessory; attachment; add-on; bolt-on; addition,m/m/m,  
aditividad,additivity,f,
aditivo,additive; additive (substance added to another to alter its properties),adj/m, 
adive,adive; jackal,m,
adivina,feminine noun of adivino,f,
adivinación,"divination, fortune-telling; foresight, guessing",f/f, 
adivinador,"divining, foretelling (attributive); guessing, guesswork (attributive); diviner, foreteller; guesser",adj/adj/m/m,   
adivinadora,feminine noun of adivinador,f,
adivinanza,foresight; riddle,f/f, 
adivinar,"to guess; to divine, to foretell",v/v, 
adivinatorio,"divinatory, prophetic",adj,
adivino,seer,m,
adiós,"goodbye, farewell; farewell; goodbye",interj/m, 
adj.,abbreviation of adjetivo,n,
adjectivo,"procedural, as in procedural rules",adj,law] 
adjetivación,adjectivization,f,linguistics] 
adjetivadamente,adjectivally,adv,dated] 
adjetival,adjectival,adj,
adjetivar,to adjective (to make an adjective of),vt,
adjetivo,adjective (a word that modifies a noun); adjectival,m/adj,grammar]  
adjudicación,award; adjudication,f/f, 
adjudicar,"to adjudge, assign, award, appropriate",v,
adjudicatario,"tendering; tenderer; recipient, winner",adj/m/m, business]  law] 
adjudicativo,adjudicative,adj,
adjuntar,"to enclose, to attach (as in correspondence, e-mail)",vt,
adjunto,attached,adj,
adjurado,windowed,adj,heraldry] 
adlátere,"adjoining, bordering, subordinate to; minion (loyal servant of another more powerful being)",adj/mf, 
administración,"administration (act of administering government or public affairs); administration (a body that administers); administration, administering (act of administering something to another)",f/f/f,  
administrador,administrator (one who administers affairs); administrator (one who is responsible for software management),m/m, computing] 
administradora,feminine noun of administrador,f,
administrar,"to administer (to cause to take); to administer, to manage (to manage or supervise the conduct of)",vt/vt, 
administrarse,reflexive of administrar,v,
administrativamente,administratively,adv,
administrativo,administrative (of or relating to administering or administration),adj,
adminículo,gadget,m,
admirable,admirable,adj,
admirablemente,admirably (to an admirable degree),adv,
admiración,admiration,f,
admirador,admiring; admirer,adj/m, 
admiradora,feminine noun of admirador,f,
admirar,to admire; to be admirable; to be amazed,v/v/vr,  
admirativamente,admiratively,adv,
admirativo,admiring,adj,
admisibilidad,admissibility,f,
admisible,admissible,adj,
admisión,"admittance; approval, admission; admission, acknowledgment; intake",f/f/f/f,   
admitancia,admittance,f,physics] 
admitir,"to accept, to admit, to agree to, to concede; to admit, to let in; to permit, to allow",v/v/v,  
admonición,admonition,f,
admonitorio,admonitory (of or pertaining to an admonition),adj,
adnado,alternative spelling of adnato,adj,
adnato,adnate,adj,"botany, mycology] "
adobar,to marinate,vt,
adobe,adobe,m,construction] 
adobo,a delicacy of marinated meat,m,
adocenado,"bog standard, run of the mill",adj,
adocenamiento,conformity,m,
adocenar,to conform,v,
adocenarse,"to become common; to stagnate, to remain the same",v/v, 
adoctrinamiento,indoctrination (act of indoctrinating),m,
adoctrinar,to indoctrinate (to teach with a biased or one-sided ideology),v,
adolecer,to suffer,v,
adolescencia,adolescence,f,
adolescente,"adolescent; adolescent, teenager",adj/mf, 
adolorido,"painful, aching (afflicted or suffering with pain)",adj,Latin America] 
adonde,"to where, whither; whereto",adv/adv, 
adondequiera,"to wherever, to anywhere; wherever, anywhere",adv/adv,rare]  obsolete] 
adopción,adoption (the act of adopting); adoption (the state of being adopted),f/f, 
adoptable,adoptable,adj,
adoptada,feminine noun of adoptado,f,
adoptado,adoptive; adopted; adoptee,adj/adj/m,  
adoptante,adopting; adopter,adj/mf, 
adoptar,"to adopt (legally take in a child from other parents); to adopt (to select); to take (e.g. steps, measurements, action, position or view)",vt/vt/vt,  
adoptivo,"foster, adoptive (providing parental care to unrelated children); foster (receiving such care)",adj/adj, 
adoquinado,"paved; paving, pavement; cobblestone road",adj/m/m,  
adoquinar,to pave with cobblestones,vt,
adoquín,"paving stone, flagstone; idiot, blockhead",m/m, colloquial] 
ador,A time period allotted for watering crops,m,agriculture] 
adorable,adorable,adj,
adoración,"adoration, worship",f,
adorador,"admirer, adorer, worshiper",m,
adoradora,feminine noun of adorador,f,
adoradísimo,superlative of adorado,adj,
adorar,"adore, worship",v,
adoratorio,chapel; shrine; or other place of worship,m,
adormecedor,"soporific, sedative; sedative",adj/m, 
adormecer,"to make sleepy, or lull; to make numb",v/v, 
adormecerse,"to go to sleep, or doze off; to go numb (part of the body)",v/v, 
adormecido,"sleepy, dozy, drowsy",adj,
adormecimiento,slumber (a very light state of sleep); drowsiness,m/m, 
adormidera,poppy,f,
adormilamiento,slumber (a very light state of sleep),m,
adormilar,to slumber (to be in a very light state of sleep),vr,
adormir,to cause to sleep,v,
adornar,"to adorn, to ornament, to decorate, to garnish, to embellish, to dress, to bedeck, to deck; to trim (e.g. a Christmas tree); to buy off; to bribe",v/v/v,"  Argentina, slang] "
adornista,decorative artist,mf,
adorno,"decoration, adornment, ornament",m,
adosada,townhouse,f,
adosado,"adjacent and touching, contiguous, attached",adj,of houses and buildings] 
adosamiento,backing,m,
adosar,"to lean the back (against); to stand near, place near; to place back to back, place with the back to",v/v/v,  heraldry] 
adovelado,voussoired,adj,
adpreso,appressed,adj,botany] 
adquirente,"acquisitor, purchaser, buyer",mf,
adquirible,"obtainable, acquirable",adj,
adquiriente,alternative form of adquirente,mf,
adquirir,to acquire; to buy,vt/vt, 
adquisición,procurement; acquisition,f,
adquisitivo,acquisitive,adj,
adrede,on purpose,adv,
adrenal,adrenal,adj,
adrenalectomía,adrenalectomy,f,
adrenalina,adrenaline,f,
adrenalínico,"stimulating, exciting",adj,
adreno-,adreno- (relating to the adrenal gland),prefix,
adrenocorticotropo,adrenocorticotropic,adj,
adrenérgico,adrenergic,adj,
adriático,Adriatic,adj,
adscribible,assignable,adj,
adscribir,"to designate, to assign",vt,
adscripción,ascription (act of ascribing something),f,
adsorbente,adsorbent,adj,
adsorción,adsorption (the adhesion of a liquid or gas to the surface of a solid),f,
aduana,customs (office that taxes imported goods),f,
aduanal,customs,adj,"Latin America, attributive] "
aduanero,customs (of or relating to the importing or exporting of goods); customs officer,adj/mf, 
aduar,bedouin settlement; co-operative,m/m, 
aducanumab,aducanumab,m,
aducción,adduction,f,
aducir,"to allege, adduce, cite, give as proof; to bring",vt/vt, obsolete] 
aducto,adduct,m,
aductor,adductor,m,anatomy] 
adueñarse,"to appropriate, to take ownership",v,
adujar,to coil a rope or cable,v,nautical] 
adulación,"flattery, adulation",f,
adulador,"adulator, sycophant",m,
aduladora,feminine noun of adulador,f,
adulancia,adulation,f,Venezuela] 
adulante,"adulatory, sycophantic",adj,rare] 
adular,to flatter,v,
adularia,adularia (variety of orthoclase feldspar),f,
adulta,feminine noun of adulto,f,
adulteración,adulteration (The action of adulterating),f,
adulterante,which adulterates; adulterant,adj/m, 
adulterar,to adulterate,v,
adulterina,feminine noun of adulterino,f,
adulterino,bastard (illegitimate child),m,
adulterio,adultery,m,
adultez,adulthood,f,
adulticida,adulticide (pesticide designed to kill adult insects); adulticidal (which kills adult insects),m/adj, 
adulto,adult; adult,adj/m, 
adulón,brown-nosing; toady,adj/m, 
adurir,to burn,vt,rare] 
adustez,surliness; austereness,f,
adusto,surly (of a person); austere,adj/adj, 
